penulis,judul,tahun,deskripsi,tautan,kata_kunci
almanda nosra,"penerapan metode cosine similarity untuk meningkatkan kinerja k-means pada pengelompokan
wilayah penanganan covid di dki jakarta",2021,"Fenomena Covid-19 telah menggemparkan dunia, Indonesia adalah salah satu
negara dimana masyarakatnya terdampak dari virus tersebut. Pada penelitian ini
kali ini dilakukan klasterisasi penyebaran virus Covid-19 di DKI Jakarta, kota
tersebut di pilih berdasarkan angka kasus tertinggi di Indonesia. Alasan
dilakukannya klasterisasi ini berkaitan dengan mengelompokkan kasus persebaran
covid di daerah-daerah DKI Jakarta dimana nantinya akan dilakukan untuk
menentukan penanganan Covid-19. Dengan menerapkan metode data mining.
Pengelompokan dilakukan berdasarkan parameter jumlah dirawat, sembuh,
meninggal dan isolasi mandiri. Metode K-Means dan metode Cosine Similarity,
dan diuji dengan metode DBI (Davies Bouldin Index) dengan menghitung tingkat
perhitungan DBI dengan menggunakan metode K-Means tanpa cosine dan tingkat
perhitungan DBI dengan menggunakan metode K-Means cosine. Menghasilkan
prototipe pengelompokan data persebaran pasien terinfeksi Covid-19.
Pengklasteran dilakukan berdasarkan penyebaran kasus terbanyak di provinsi DKI
Jakarta. Hasil perhitungannya adalah Tingkat perhitungan nilai DBI yang paling
baik dengan menggunakan metode K-means cosine Similarity, karena nilai yang
diperoleh rendah, yaitu diperoleh nilai DBI (Davies Bouldin Index) terkecil pada
cluster 9 yaitu sebesar -5.527. Sedangkan nilai DBI terbesar pada 2 cluster
dengan nilai -2.282.",https://drive.google.com/file/d/1zrkMYNG4rqWC_-FbxEtYQceBjFNr2Rka/view?usp=sharing,"covid-19 dki, data mining, k-means cosine similarity."
resa pahlevi,"penerapan algoritma c 4.5 untuk pembentukan tree dalam metode forward chaining untuk mendiagnosa
penyakit tanam an kopi",2021,"Tanaman kopi merupakan komoditas ekspor unggulan yang dikembangkan di
Indonesia karena mempunyai nilai ekonomis yang relatif tinggi di pasaran dunia.
Permintaan kopi Indonesia dari waktu ke waktu terus meningkat karena seperti kopi
Robusta mempunyai keunggulan bentuk yang cukup kuat serta kopi Arabika
mempunyai karakteristik cita rasa (acidity, aroma, flavour) yang unik dan ekselen.
Kecamatan Kalibaru Kabupaten Banyuwangi adalah salah satu kecamatan yang
penduduknya merupakan petani. Alasan memilih tanaman kopi ini untuk penelitian
yaitu karena penghasilan terbesar dari perkebunan Kebunrejo Kecamatan Kalibaru
yaitu adalah tanaman kopi. Selama ini diKecamatan Kalibaru banyak terdapat
penyakit tanaman kopi yang dapat merugikan petani. Oleh karena itu diperlukan
sebuah sistem yang memudahkan para petani untuk melakukan konsultasi tentang
penyakit tanaman kopi mereka tanpa harus menunggu para penyuluh datang, agar
hasil panen tetap terjaga kualitas dan kuantitasnya. Pada penelitian ini dirancang
sistem pakar berbasis website untuk mendiagnosa penyakit tanaman kopi
menggunakan basis aturan (Rule based) dengan menggunakan metode Forward
chaining dan juga mengkombinasikan metode tersebut dengan Algoritma C 4.5 agar
mendapatkan nilai akurasi yang cukup baik. Hasil dari penelitian yaitu nilai akurasi
sistem ini mencapai 100%, yang dicapai pada skenario 4 fold uji coba ke 3, tingkat
penerimaan user diukur dengan menggunakan metode Technology Acceptance
Model (TAM) dimana penilaian user terhadap sistem website diagnosa penyakit
tanaman kopi mendapatkan nilai 4,20 , dimana nilai tersebut sangat tinggi tingkat
penerimaan sistem.",https://drive.google.com/file/d/1NRWc-N9iftAw3urTKKVoG6vafsT2cSYr/view?usp=sharing,"tanaman kopi,  sistem pakar, orward chaining, algoritma c4.5."
murtadlo anugerah pamungkas,"perbandingan fuzzy c-means dan k-means untuk mengelompokkan tingkat buta huruf berdasarkan
provinsi di indonesia",2021,"Bekal dasar dalam menempuh pendidikan adalah memiliki kemampuan
menulis, membaca, berkomunikasi dan berhitung secara efisien. Buta huruf
merupakan salah satu permasalahan dalam menempuh pendidikan dan menghambat
proses pencapaian tujuan peningkatan kualitas pendidikan, sedangkan yang
dimaksud buta huruf adalah ketidakmampuan seseorang dalam membaca atau
menulis kalimat sederhana. Berdasarkan penjelasan di atas terdapat metode yang
dapat menyelesaikan permasalahan tersebut secara kompleks melalui salah satu
cabang ilmu komputer seperti data mining dengan menggunakan metode
clustering. Beberapa algoritma yang menggunakan metode clustering adalah Fuzzy
C-Means dan K-Means, kedua algoritma tersebut mengelompokkan data ke dalam
bentuk satu atau lebih cluster. Sehingga data yang memiliki karakteristik sama akan
dikelompokkan ke dalam cluster yang sama dan data yang mempunyai karakteristik
berbeda akan dikelompokkan ke dalam cluster yang lain. Untuk cluster optimum
dalam setiap algoritma menggunakan metode Dunn Index dengan ditunjukkan nilai
Dunn Index yang semakin besar. Data yang digunakan yaitu tingkat buta huruf di
33 provinsi di Indonesia periode tahun 2015-2019. Dari serangkaian pengujian
dengan skenario 3 cluster sampai 10 cluster, menghasilkan cluster optimum pada
algoritma Fuzzy C-Means yang berada pada 4 cluster dan untuk algoritma K-Means
berada pada 6 cluster. Setelah menentukan cluster optimum dilakukan
perbandingan menggunakan metode Partition Coefficient Index dan Silhouette
Index dengan nilai validitas 0,7684 untuk algoritma Fuzzy C-Means dan nilai
validitas 0,4966 untuk algoritma K-Means. Hasil penelitian menunjukkan bahwa
algoritma Fuzzy C-Means lebih baik dalam melakukan clustering dibandingkan
algoritma K-Means, karena nilai validitas algoritma Fuzzy C-Means lebih besar dan
lebih mendekati nilai 1.",https://drive.google.com/file/d/1VTxYEwCN4JDhqCour_1Yel0nq0RW8-Jp/view?usp=sharing,"buta huruf, clustering, perbandingan, fuzzy c-means, k-means, dunn index,  partition coefficient index, 
silhouette index."
radifan patria eleazar,"analisis perbandingan performasi protokol routing spray and wait dengan protokol routing epidemic di
jaringan oportunistik menggunakan the one simulator",2021,"Jaringan oportunistik adalah jaringan nirkabel yang tidak memerlukan
instalasi infrastruktur dalam pembentukannya, akan tetapi jaringan ini tidak selalu
memiliki jalur yang tersedia antara source node dengan destination node karena
pergerakan semua nodenya yang selalu acak dan selalu berpindah-pindah.
Penelitian ini bertujuan untuk menganalisa perbandingan performasi protokol
routing pada jaringan oportunistik, yaitu protokol routing Spray and Wait dengan
protokol routing Epidemic menggunakan The ONE (Opportunistic Network
Environment) Simulator. Skenario simulasi yang digunakan yaitu penambahan
jumlah node pada area (density), penambahan ukuran buffer atau ruang
penyimpanan pada node, penambahan waktu hidup atau Time-to-Live (TTL) pada
pesan, penambahan jumlah salinan pesan yang dibuat oleh source node (Lcopies),
serta penambahan density dan Lcopies. Parameter performasi yang digunakan yaitu
Delivery Probability, Overhead Ratio, Average Latency, Dropped Messages, dan
Average Buffer Occupancy. Hasil pengujian simulasi menunjukkan protokol
routing Epidemic memiliki rasio pengiriman yang tinggi dan waktu pengiriman
pesan dari source node ke destination node yang lebih cepat dibandingkan pada
protokol routing Spray and Wait, dengan kata lain Delivery Probability dan
Average Latency pada protokol routing Epidemic lebih baik daripada protokol
routing Spray and Wait. Sedangkan pada protokol routing Spray and Wait, jumlah
rata-rata pengiriman salinan pesannya dari source node hingga pesan sampai pada
destination node tidak sebanyak pada protokol routing Epidemic sehingga jumlah
pesan yang dibuang karena kendala ruang penyimpanan yang meluap tidak
sebanyak dan sebesar protokol routing Epidemic. Hal ini berpengaruh pada
Overhead Ratio, Dropped Messages, dan Average Buffer Occupancy pada protokol
routing Spray and Wait yang relatif lebih kecil dan lebih baik dibandingkan
protokol routing Epidemic.",https://drive.google.com/file/d/1oE9Q9SqtVy67D8tQa3BXrgZVtZaSrCfM/view?usp=sharing,"jaringan oportunistik, protokol routing, skenario simulasi parameter performasi."
risang putra pradana,sentiment analysis komentar youtube samsung s20 menggunakan metode majority vote,2021,"Samsung S20 merupakan flagship keluar Samsung, meskipun Samsung
Galaxy S20 hadir dengan banyak fitur, namun informasi tentang tingkat penerimaan
konsumen terhadap produk ini tetap dibutuhkan. Dalam penelitian ini, penulis akan
melakukan analisis sentimen berdasarkan komentar yang terdapat dalam YouTube
review Samsung S20, dengan menerapkan proses text mining Majority vote yang
terdiri dari perbandingan metode Support Vector Machine, K-Nearest Neighbors,
dan Naïve Bayes, untuk mengklasifikasikan apakah teks termasuk dalam sentimen
positif, negatif dan netral. Data diklasifikasikan secara manual dengan
mengelompokkan menjadi kelas sentimen positif, negatif dan netral kemudian
secara otomatis data latih akan mengambil beberapa data untuk data uji dan menguji
kemampuan sistem. Hasil yang didapatkan dari penelitian ini adalah dengan
menggunakan Majority vote mendapatkan nilai akurasi 0.8 dengan menggunakan
100 data dan mendapatkan nilai akurasi 0.48 dengan menggunakan 50 data uji.
",https://drive.google.com/file/d/1NDFHPBmyfndPOLidG0d78C2_-XM8Pnz3/view?usp=sharing,"samsung s20, youtube, text mining, support vector machine (svm), 
k-nearest neighbors (knn), naive bayes, majority vote,"
gigih bagus prakoso,"analisis tingkat kepuasan penerimaan peserta didik baru sistem zonasi dengan menggunakan
metode pieces di smp negeri 1 genteng",2021,"Runtut Kebijakan UUD 1945 yang menetapkan bahwa setiap warga negara
Indonesia berhak mendapatkan pendidikan yang dikemas dengan sistem
pendidikan nasional. Pendidikan yang didapatkan secara nasional dianggap sama
dan adil. Pemerintah saat ini memilih untuk memberlakukan sistem zonasi sebagai
alternatif dalam memperoleh pendidikan dalam penerimaan peserta didik baru
(PPDB). Dalam hal ini perlu dilakukan evaluasi kepuasan sistem zonasi yang
telah berjalan, sehingga kesempatan ini diadakanlah penulisan tugas akhir dengan
rumusan masalah bagaimana tentang tingkat kepuasan PPDB sistem zonasi di
SMP Negeri 1 Genteng di tahun pelajaran 2019/2020. Tujuan penelitian dilakukan
yaitu untuk mengetahui tingkat kepuasan PPDB sistem zonasi di SMP Negeri 1
Genteng",https://drive.google.com/file/d/1xYU_SZnplZRJDL8hB7MusTSiW5mzBJxy/view?usp=sharing," ppdb, sistem zonasi, tingkat kepuasan."
bobby purwanto,"penerapan algoritma k-means clustering untuk pengelompokan penyebaran penyakit tbc studi kasus
puskesmas di kabupaten jember
",2021,"TBC (Tuberculosis) merupakan penyakit yang menyerang paru-paru yang
ditimbulkan oleh kuman Mycobacterium tuberculosis. Di Indonesia penyakit TBC
hampir tersebar di seluruh wilayah yang salah satunya di Kabupaten Jember
Provinsi Jawa Timur dimana jumlah kasus TBC terus meningkat setiap tahunnya.
Diperlukan sebuah upaya untuk pengelompokan penyebaran penyakit TBC
berdasarkan puskesmas di kabupaten Jember. Penelitian ini bertujuan untuk
mencari cluster yang memiliki nilai optimum dan untuk mengetahui kelompok
puskesmas yang terdapat dalam masing-masing cluster. Metode yang dapat
digunakan untuk mengelompokkan daerah penyebaran penyakit TBC adalah data
mining. Tahapan penelitiannya yang diterapkan yaitu CRISP-DM. Dataset yang
digunakan bersumber dari Dinas Kesehatan Kabupaten Jember tahun 2017 - 2019.
Kemudian data tersebut diproses menggunakan metode K-Means dan Davies
Bouldin Index untuk menentukan cluster optimum dengan bantuan tools Rapid
miner. Dari hasil penelitian ini diperoleh cluster optimum pada 9 cluster dengan
nilai Davies Bouldin Index sebesar 0,784. Berdasarkan karakteristik cluster
optimum menunjukkan bahwa kategori nilai kasus tingkat tinggi selama 3 tahun di
semua atribut berada di cluster 4 berjumlah 1 anggota yaitu puskesmas Kalisat
sedangkan pada Kategori nilai kasus tingkat rendah berada di cluster 2 berjumlah
12 anggota yaitu puskesmas Cakru, Tembokrejo, Lojejer, Sabrang, Curahnongko,
Nogosari, Sukorejo, Klatakan, Jelbuk, Mangli, Gladakpakem, dan Banjarsengon.",https://drive.google.com/file/d/1af26MnvOs4ylTRhbWWltLMIhLcvWuaiP/view?usp=sharing,"tbc, data mining, clustering, crisp-dm, k-means."
amelia puspita ella,penerapan fuzzy time series dalam peramalan harga minyak serai pada cv agam jaya atsiri ,2021,"Peramalan harga minyak serai wangi sangat dibutuhkan oleh CV Agam
Jaya Atsiri. Data harga minyak serai memiliki data runtun waktu, analisis data
runtun waktu (time series analysis) memiliki tujuan untuk menemukan suatu
keteraturan atau pola yang dapat digunakan dalam peramalan kejadian mendatang.
Dalam peramalan harga minyak serai, metode Fuzzy Time Series (FTS) dapat
menentukan prediksi harga yang akan datang dari data masa lalu dengan nilai
keakuratannya juga dapat diketahui. (Song & Chissom, 1993). Hasil dari
peramalan harga minyak serai menggunakan fuzzy time series yaitu current state
pada bulan Februari 2020 yaitu A1 maka peramalan minyak serai pada bulan
Maret 2020 yaitu sebesar Rp. 201781.25 Harga minyak serai diprediksi masih
sama dengan bulan Maret 2020. Dengan melakukan beberapa pengujian
menggunakan nilai bilangan positif D1 dan D2 yang berbeda-beda, maka
didapatkan nilai error terkecil perhitungan AFER pada Fuzzy Time Series sebesar
1.47% dengan bilangan positif D1 100 dan D2 0. Hasil prediksi bulanan termasuk
sangat akurat karena semua nilai AFER berada pada rentang <10%.",https://drive.google.com/file/d/1-2-VJtiVHnkN4qxmaaesebia7cGnFAAX/view?usp=sharing,"peramalan harga, fuzzy, fuzzy time series."
kukuh yudha raharja,"perbandingan kinerja algoritma gaussian naive bayes dan k-nearest neighbor (knn) dalam mengklasifikasi
penyakit hepatitis c virus (hcv) ",2021,"Hepatitis adalah penyakit peradangan pada hati, penyakit Hepatitis
merupakanpenyakit yang menular sehingga menjadi beban kesehatan bagi
masyarakat karena penularannya yang begitu mudah. Jenis penyakit Hepatitis yang
paling berbahaya adalah Hepatitis C yang disebabkan oleh Virus RNA. Pada
penelitian ini dilakukan klasifikasi terhadap penyakit Hepatitis C Virus pada pasien
diJerman dikarenakan kasus hepatits di jerman termasuk tinggi dan di Jerman
belum menerapkan stategi nasional untuk mengurangi beban Hepatitis C, Metode
klasifikasi pada penelitian ini adalah membandingkan antara algoritma Gaussian
Naive Bayes dan K-Nearest Neighbor. Hasil yang didapatkan dari penelitian ini
adalah pada algoritma Gaussian Naive Bayes nilai akurasi sebesar 90,98%, presisi
sebesar 69,91%, dan recall sebesar 61,57% sedangkan pada algoritma K-Nearest
Neighbor (KNN) didapatkan nilai akurasi sebesar 91,80%, presisi sebesar 68,96%,
dan recall sebesar 51,85%. Untuk akurasi, algoritma K-Nearest Neighbor (KNN)
mendapatkan hasil lebih baik dibandingkan Gaussian Naive Bayes. Sedangkan
untuk presisi, algoritma Gaussian Naive Bayes mendapatkan hasil lebih baik
dibandingkan K-Nearest Neighbor (KNN). Dan untuk recall, algoritma Gaussian
Naive Bayes mendapatkan hasil lebih baik dibandingkan K-Nearest Neighbor
(KNN).",https://drive.google.com/file/d/1l1qzpLa_NvLZDJNooT_AarpxjjoA1X4E/view?usp=sharing,"klasifikasi penyakit, hepatitis c virus (hcv), gaussian naive bayes, k-nearest neighbor."
puput tri rahayu,"perbandingan algoritma k-nearest neighbor dan gaussian naive bayes pada klasifikasi
penyakit diabetes melitus",2021,"Data mining merupakan pemrosesan suatu data menggunakan cara statistik,
matematik, dll untuk mengidentifikasi suatu informasi pengetahuan potensial dan
berguna yang tersimpan dalam basis data besar. Klasifikasi adalah salah satu tugas
dari data mining yang bertujuan untuk memprediksi label kategori benda yang tidak
diketahui sebelumnya, dalam membedakan antara objek yang satu dengan yang
lainnya berdasarkan atribut atau fitur Terdapat beberapa algoritma yang dapat
digunakan untuk mengklasifikan seperti algoritma K-Nearest Neighbor yang memiliki
keunggulan yaitu lebih efektif didata training yang besar, dapat menghasilkan data
yang lebih akurat dan Gaussian Naïve Bayes dimana metode ini hanya
membutuhkan jumlah data trainng yang kecil untuk menentukan estimasi parameter
yang diperlukan dalam proses pengklasifikasian. Setelah dilakukan penelitian
menggunakan kedua algoritma tersebut, penelitian menggunakan algoritma K-Nearest
Neigboar menghasilkan accuracy sebesar 71.27%, sensitivity sebesar 76.86%,
specifity sebesar 81.59%%, precision sebesar 76.15% dan error rate sebesar
35.05% sedangkan pada saat mengguakan algoritma Gaussian Naïve Bayes
menghasilkan accuracy sebesar 73.50%, sensitivity sebesar 96.14%, specifity
sebesar 86.45%, precision sebesar 78.98% dan error rate sebesar 29.47%.
berdasarkan hasil penelitian tersebut menunjukkan untuk algoritma Gaussian Naïve
Bayes mempunyai accuracy yang lebih akurat bila dibandingkan dengan algortima
K-Nearest Neighbor dalam mengklasifikasi data Diabetes Melitus.",https://drive.google.com/file/d/1FwjbyHv5Dc5_jaH0oZ9px27FgyDdPRBX/view?usp=sharing,"diabetes mellitus, gaussian naïve bayes, k-nearest neighbor."
